id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
42559,Glow with generic model builder,Glow with generic model builder,glow-with-generic-model-builder,3,1,3,,2019-04-14T17:50:00.942Z,2019-04-16T17:03:58.849Z,True,2019-04-16T17:03:58.849Z,regular,False,False,,,True,False,False,,,678,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 17647, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
40570,Dump value from quantized weight,Dump value from quantized weight,dump-value-from-quantized-weight,2,0,2,,2019-03-22T01:31:54.368Z,2019-03-25T16:35:13.228Z,True,2019-03-25T16:35:13.228Z,regular,False,False,,,True,False,False,,,247,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 16929, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
39593,Object detector uisng Glow,Object detector uisng Glow,object-detector-uisng-glow,2,0,2,,2019-03-12T07:10:40.695Z,2019-03-12T15:23:01.685Z,True,2019-03-12T15:23:01.685Z,regular,False,False,,,True,False,False,,,415,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 16568, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
38790,Is it possible to install Pytorch GPU+CUDA+cudnn in windows by Docker Image?,Is it possible to install Pytorch GPU+CUDA+cudnn in windows by Docker Image?,is-it-possible-to-install-pytorch-gpu-cuda-cudnn-in-windows-by-docker-image,6,2,6,,2019-03-03T11:32:02.987Z,2019-03-05T09:37:15.774Z,True,2019-03-05T09:37:15.774Z,regular,False,False,,,True,False,False,,,2960,3,False,Kushaj,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 16278, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15830, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14623, 'primary_group_id': None}]"
38925,Standalone executable bundles for training,Standalone executable bundles for training,standalone-executable-bundles-for-training,2,0,2,,2019-03-04T23:36:52.335Z,2019-03-05T00:04:10.941Z,True,2019-03-05T00:04:10.941Z,regular,False,False,,,True,False,False,,,303,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 15830, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
34206,[GLOW]Questions about using glow for training!,[GLOW]Questions about using glow for training!,glow-questions-about-using-glow-for-training,4,2,4,,2019-01-09T03:15:24.301Z,2019-03-04T23:58:10.444Z,True,2019-03-04T23:58:10.444Z,regular,False,False,,,True,False,False,,,936,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14638, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13182, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
36721,Glow internship/trainee opportunities,Glow internship/trainee opportunities,glow-internship-trainee-opportunities,1,0,1,,2019-02-08T19:00:36.884Z,2019-02-08T19:00:36.934Z,True,2019-02-08T19:00:36.934Z,regular,False,False,,,True,False,False,,,344,0,False,Rinat_Shigapov,10,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15537, 'primary_group_id': None}]"
34994,How can i get more image examples in tests/image/imagenet,How can i get more image examples in tests/image/imagenet,how-can-i-get-more-image-examples-in-tests-image-imagenet,4,2,4,,2019-01-18T08:02:29.645Z,2019-01-21T21:48:25.595Z,True,2019-01-21T21:48:25.595Z,regular,False,False,,,True,False,False,,,249,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14910, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
34760,[GLOW] Question about executing image-classifier,[GLOW] Question about executing image-classifier,glow-question-about-executing-image-classifier,2,0,2,,2019-01-16T02:23:09.482Z,2019-01-16T04:34:17.966Z,True,2019-01-16T04:34:17.966Z,regular,False,False,,,True,False,False,,,462,2,False,Bert_Maher,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14829, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13182, 'primary_group_id': None}]"
33692,Unusual performance results for ResNet50,Unusual performance results for ResNet50,unusual-performance-results-for-resnet50,5,0,5,,2019-01-03T15:29:10.519Z,2019-01-08T18:35:12.027Z,True,2019-01-08T18:35:12.027Z,regular,False,False,,,True,False,False,,,523,2,False,jfix,10,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13555, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
31457,Few questions about TensorView - Reshape difference,Few questions about TensorView - Reshape difference,few-questions-about-tensorview-reshape-difference,5,0,5,,2018-12-06T15:20:06.932Z,2018-12-26T13:34:32.792Z,True,2018-12-26T13:34:32.792Z,regular,False,False,,,True,False,False,,,485,6,False,Beatrice_Paige,10,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13555, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13182, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14243, 'primary_group_id': None}]"
31272,Using NCHW format as default for Glow,Using NCHW format as default for Glow,using-nchw-format-as-default-for-glow,4,1,4,,2018-12-04T15:37:12.836Z,2018-12-04T18:52:56.301Z,True,2018-12-04T18:52:56.301Z,regular,False,False,,,True,False,False,,,600,2,False,Bert_Maher,10,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13555, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13182, 'primary_group_id': None}]"
30950,[GLOW] Memory leaking in opencl and build issues,[GLOW] Memory leaking in opencl and build issues,glow-memory-leaking-in-opencl-and-build-issues,6,3,6,,2018-11-30T11:48:23.968Z,2018-11-30T17:58:23.467Z,True,2018-11-30T17:58:23.467Z,regular,False,False,,,True,False,False,,,592,2,False,Bert_Maher,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13409, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 211, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13182, 'primary_group_id': None}]"
28452,Datatype of Bias (FP32?) in FP16 models,Datatype of Bias (FP32?) in FP16 models,datatype-of-bias-fp32-in-fp16-models,2,0,2,,2018-10-31T14:02:17.059Z,2018-11-21T20:26:08.043Z,True,2018-11-21T20:26:08.043Z,regular,False,False,,,True,False,False,,,310,0,False,qcolombet,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11730, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 10918, 'primary_group_id': None}]"
28844,FP16*FP16 in convolution generating FP32,FP16*FP16 in convolution generating FP32,fp16-fp16-in-convolution-generating-fp32,2,0,2,,2018-11-05T21:40:56.209Z,2018-11-05T22:42:36.049Z,True,2018-11-05T22:42:36.049Z,regular,False,False,,,True,False,False,,,307,0,False,qcolombet,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11730, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 10918, 'primary_group_id': None}]"
19152,Multiple backends for single network,Multiple backends for single network,multiple-backends-for-single-network,3,1,3,,2018-06-04T08:19:11.390Z,2018-08-29T00:11:28.229Z,True,2018-08-29T00:11:28.229Z,regular,False,False,,,True,False,False,,,786,0,False,qcolombet,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 8904, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8676, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 10918, 'primary_group_id': None}]"
